"","P(Alpha>AT)","Information Ratio","P(Alpha<0|12M)","Batting Avg","P(Alpha<-5|12M)"
"3071",0.708108108108108,0.436301103196729,0.296650717703349,-0.00600155967488327,0.0239234449760766
"3072",0.686486486486486,0.398846324730123,0.30622009569378,-0.00638288093919368,0.0287081339712919
"3073",0.708108108108108,0.448412605122526,0.291866028708134,-0.00589006022149714,0.0239234449760766
"3074",0.691891891891892,0.435133312357537,0.301435406698565,-0.00600798983922375,0.0239234449760766
"3075",0.697297297297297,0.418276477579048,0.296650717703349,-0.00616699995043824,0.0287081339712919
"3076",0.713513513513514,0.450681700437806,0.291866028708134,-0.00587039429094849,0.0239234449760766
"3077",0.708108108108108,0.443774772743781,0.296650717703349,-0.0059321777597067,0.0239234449760766
"3078",0.72972972972973,0.450095576899146,0.296650717703349,-0.00587908958518773,0.0239234449760766
"3079",0.654054054054054,0.39945784452926,0.301435406698565,-0.00633556482192884,0.0287081339712919
"3080",0.708108108108108,0.407114617942944,0.311004784688995,-0.00633829414394881,0.0287081339712919
"3081",0.686486486486486,0.421094183749837,0.301435406698565,-0.00613924411700736,0.0287081339712919
"3082",0.735135135135135,0.43640973860369,0.30622009569378,-0.00603023875383908,0.0239234449760766
"3083",0.67027027027027,0.408083183523738,0.30622009569378,-0.00626057721816788,0.0287081339712919
"3084",0.664864864864865,0.432124108383652,0.311004784688995,-0.00604640750815039,0.0239234449760766
"3085",0.708108108108108,0.404924624912911,0.311004784688995,-0.00637281430890221,0.0287081339712919
"3086",0.697297297297297,0.437533695617312,0.301435406698565,-0.00598739471958067,0.0239234449760766
"3087",0.72972972972973,0.445879506688701,0.301435406698565,-0.00591715344096583,0.0239234449760766
"3088",0.735135135135135,0.430808444376795,0.311004784688995,-0.00609326165078114,0.0287081339712919
"3089",0.664864864864865,0.404753408281576,0.301435406698565,-0.00627662397826474,0.0287081339712919
"3090",0.686486486486486,0.412735646994066,0.301435406698565,-0.0062340248269952,0.0287081339712919
"3091",0.735135135135135,0.435299306328911,0.30622009569378,-0.00604713254956188,0.0287081339712919
"3092",0.691891891891892,0.39854568969351,0.311004784688995,-0.00640410733419846,0.0287081339712919
"3093",0.681081081081081,0.428845998677155,0.296650717703349,-0.00606480895035797,0.0239234449760766
"3094",0.724324324324324,0.419241456946657,0.301435406698565,-0.00623503181676431,0.0287081339712919
"3095",0.67027027027027,0.407604474899621,0.301435406698565,-0.00626118573195991,0.0287081339712919
"3096",0.691891891891892,0.437168418993007,0.301435406698565,-0.00598997795275797,0.0239234449760766
"3097",0.713513513513514,0.450628661802799,0.291866028708134,-0.00587086595066409,0.0239234449760766
"3098",0.67027027027027,0.403796393029778,0.301435406698565,-0.00629544158754029,0.0287081339712919
"3099",0.708108108108108,0.409141617013007,0.311004784688995,-0.00633593464502298,0.0287081339712919
"3100",0.681081081081081,0.429845024902506,0.291866028708134,-0.0060580970465994,0.0239234449760766
"3101",0.745945945945946,0.436698139415935,0.296650717703349,-0.00601263011737334,0.0239234449760766
"3102",0.735135135135135,0.43568016962581,0.30622009569378,-0.00607048836031572,0.0287081339712919
"3103",0.708108108108108,0.414763385849321,0.30622009569378,-0.00625008038409332,0.0287081339712919
"3104",0.724324324324324,0.418212257701959,0.296650717703349,-0.00626200628310658,0.0287081339712919
"3105",0.697297297297297,0.450223132149518,0.296650717703349,-0.00587972052131731,0.0239234449760766
"3106",0.72972972972973,0.430266580139422,0.296650717703349,-0.00614905704058646,0.0287081339712919
"3107",0.686486486486486,0.424888896731158,0.296650717703349,-0.00610164476059755,0.0239234449760766
"3108",0.654054054054054,0.394146064389446,0.30622009569378,-0.00639378264439775,0.0287081339712919
"3109",0.72972972972973,0.418781494060898,0.296650717703349,-0.00629603621381196,0.0287081339712919
"3110",0.664864864864865,0.402081240598694,0.301435406698565,-0.00632469285275258,0.0287081339712919
"3111",0.702702702702703,0.399339858042061,0.311004784688995,-0.00642977063286031,0.0287081339712919
"3112",0.713513513513514,0.394016373742708,0.311004784688995,-0.00656761955933914,0.0287081339712919
"3113",0.724324324324324,0.422666233914691,0.30622009569378,-0.00619293295662607,0.0287081339712919
"3114",0.735135135135135,0.439095980686672,0.311004784688995,-0.00603992649564348,0.0287081339712919
"3115",0.691891891891892,0.393058068942609,0.31578947368421,-0.00648263918067066,0.0287081339712919
"3116",0.72972972972973,0.427000379176603,0.296650717703349,-0.00618717700015518,0.0287081339712919
"3117",0.691891891891892,0.407006991426601,0.30622009569378,-0.0062964814442657,0.0287081339712919
"3118",0.72972972972973,0.421991996303436,0.296650717703349,-0.00626058846331125,0.0287081339712919
"3119",0.67027027027027,0.403603809846794,0.30622009569378,-0.00630267984936751,0.0287081339712919
"3120",0.697297297297297,0.434723202974481,0.291866028708134,-0.00601411342319689,0.0239234449760766
"3121",0.708108108108108,0.442487671945611,0.296650717703349,-0.00594369983543509,0.0239234449760766
"3122",0.72972972972973,0.447479869023245,0.296650717703349,-0.00590286053351184,0.0239234449760766
"3123",0.74054054054054,0.446260632729158,0.301435406698565,-0.00592055270918476,0.0239234449760766
"3124",0.735135135135135,0.442354452997542,0.311004784688995,-0.00598112763763298,0.0239234449760766
"3125",0.74054054054054,0.449286754053447,0.301435406698565,-0.00589024615742268,0.0239234449760766
"3126",0.713513513513514,0.440746393752373,0.296650717703349,-0.00596090470771002,0.0239234449760766
"3127",0.745945945945946,0.437681576797705,0.30622009569378,-0.00600929847323298,0.0239234449760766
"3128",0.735135135135135,0.438139563842686,0.30622009569378,-0.00602217399785101,0.0239234449760766
"3129",0.691891891891892,0.414685856694388,0.296650717703349,-0.00620574662800596,0.0287081339712919
"3130",0.72972972972973,0.42109696319046,0.301435406698565,-0.00624276404185553,0.0287081339712919
"3131",0.735135135135135,0.4376628469497,0.30622009569378,-0.00603211861726381,0.0287081339712919
"3132",0.735135135135135,0.439197737370538,0.30622009569378,-0.00600895650174967,0.0239234449760766
"3133",0.686486486486486,0.44405796025922,0.301435406698565,-0.00594312259571976,0.0239234449760766
